id,name,level,element,map,drops,hp
1611,Kijimu,235,Earth,Anniversary Arena: 7th Venue,-,Unknown
1612,Kijimu,50,Water,Road to Another World: Area 1,"Uncanny Hide, Outer World Crystal, Cold Sphere",3400
1613,Kijimu,49,Water,Road to Another World: Area 1,"Uncanny Hide, Outer World Crystal, Cold Sphere",3400
1614,Kijimu,13,Water,Athema Ruins: Area 1,"Rugio Ruins, Flower Nectar, Kijimu Splinter, Red Petal",160
1615,Kijimu,17,Light,Rinom Plains,"Rugio Ruins, Flower Nectar, Kijimu Splinter, Petal",220
1616,Kijimu,10,Water,Athema Ruins: Area 1,"Rugio Ruins, Flower Nectar, Kijimu Splinter, Red Petal",130
1617,Kijimu,13,Light,Suedor Cliff,"Rugio Ruins, Flower Nectar, Kijimu Splinter, Petal, Nameless Uchigatana",170
1618,Kijimu,44,Dark,Korda Basin,"Flower Nectar, Spiky Bandana, Dried Wood, Petal",2000
1619,Kijimu,11,Light,Suedor Cliff,"Flower Nectar, Rugio Ruins, Petal, Kijimu Splinter, Nameless Uchigatana",150
1620,Kijimu,15,Light,Rinom Plains,"Rugio Ruins, Flower Nectar, Kijimu Splinter, Petal",200
1621,Kijimu,12,Light,Strum Road,"Rugio Ruins, Flower Nectar, Kijimu Splinter, Petal",160
1622,Kijimu,124,Earth,Creme Cliff (Valentine's Day Event),"Flower Nectar, Kijimu's Arrow, Petal, Buttercream Flower",Unknown
1623,Kijimu (Green Grape),129,Earth,Rokoko Plains,"Rokoko Grape, Fresh Scarf, Grape Plantlet, Grape Seed",8000
1624,Kijimu (Hanami 2017),56,Light,Hanami Mountain Path,Kijimu Splinter,Unknown
1625,Kijimu (Purple Grape),127,Earth,Rokoko Plains,"Rokoko Grape, Rokoko Plains, Fresh Scarf, Grape Seed",8000
1626,Kiliznar,70,Earth,Akaku Desert: Area 2,"Flamberge, Akaku Sand, Pliable Neck Bone, Mottled Skin",Unknown
1627,Kiliznar,66,Earth,Akaku Desert: Area 1,"Flamberge, Akaku Sand, Pliable Neck Bone, Mottled Skin",Unknown
1628,Killer Mouse,105,Neutral,Ultimea Sewer: East,"Hair Turban, Black Rat Hair, Steel Mask, Underground Rat Tail",7000
1629,Killer Mouse,109,Neutral,Ultimea Sewer: East,"Hair Turban, Black Rat Hair, Steel Mask, Underground Rat Tail",7000
1630,King Piton,173,Water,Elf Mountains: Shrine,"Piton Wristband, King Piton Claw, King Piton Fur, King Piton Fang, White Heart, Piton Staff, King Piton",3200000
1631,King Piton,163,Water,Elf Mountains: Shrine,"Piton Wristband, King Piton Claw, King Piton Fur, King Piton Fang, White Heart, Piton Staff, King Piton",1600000
1632,King Piton,153,Water,Elf Mountains: Shrine,"Piton Wristband, King Piton Claw, King Piton Fur, King Piton Fang, White Heart, Piton Staff",160000
1633,King Piton,203,Water,Elf Mountains: Shrine,"Piton Wristband, King Piton Claw, King Piton Fur, King Piton Fang, White Heart, Piton Staff, King Piton",16000000
1634,King Piton,183,Water,Elf Mountains: Shrine,"Piton Wristband, King Piton Claw, King Piton Fur, King Piton Fang, White Heart, Piton Staff, King Piton",8000000
1635,King Potum,100,Neutral,Event,-,Unknown
1636,King Potum,50,Neutral,Athema Ruins: Area 1,"Hard Apple, Hair Band, Bead Fragment, Potum Nail, King Potum",8000
1637,Kinote,96,Wind,Peligro Landfill,"Phetor Hat, Aromatic Leaf, Fusty Wood Tip, Stun Mushroom",3500
1638,Kinote,68,Dark,Teaus Hill,"Trinity Earrings, Delicious Mushroom, Thin Branch, Small Stump",Unknown
1639,Kinote,160,Earth,Morthell Swell: Area 3,"Happy Mushroom, Mushies Fam, Kinote Slime Mold, Poison Mushroom Spore",20000
1640,Kinote,158,Earth,Morthell Swell: Area 2,"Happy Mushroom, Mushies Fam, Kinote Slime Mold, Poison Mushroom Spore",20000
1641,Kinote,27,Light,Nehelo Swamp,"Mushroom, Mushroom Arrow, Mushroom Spore, Luminescent Moss",400
1642,Kiton,229,Wind,Jabali Kubwa: Area 3,"Kiton's Meat, Kiton's Horn Fragment, Kiton's Wing, Azure Spear",62047
1643,Kiton,228,Wind,Jabali Kubwa: Area 2,"Kiton's Meat, Kiton's Horn Fragment, Kiton's Wing, Azure Spear",61513
1644,Kiton,227,Wind,Jabali Kubwa: Area 1,"Kiton's Meat, Kiton's Horn Fragment, Kiton's Wing, Azure Spear",60978
1645,Kodama,85,Earth,Garden of Sublimation: Area 1,"Charmed Cloth, Cute Horn, Strange Mask, Spirit Tree Bangle",7500
1646,Kodama,88,Earth,Garden of Sublimation: Area 3,"Charmed Cloth, Cute Horn, Strange Mask, Spirit Tree Bangle",8500
1647,Kodama,85,Earth,Garden of Sublimation: Area 2,"Cute Horn, Strange Mask, Charmed Cloth, Spirit Tree Bangle",7500
1648,Kohaku Lil Boar,30,Light,Event,"Zodiac Boar Box, Zodiac Hat: Boar",200000
1649,Kohaku Lil Boar,20,Light,Event,"Zodiac Boar Box, Zodiac Hat: Boar",80000
1650,Kohaku Lil Boar,10,Light,Event,"Zodiac Boar Box, Zodiac Hat: Boar",40000
1651,Kohaku Lil Boar,1,Light,Event,"Zodiac Boar Box, Zodiac Hat: Boar",4000
1652,Kohaku Lil Boar,50,Light,Event,"Zodiac Boar Box, Zodiac Hat: Boar",400000
1653,Konetz,228,Earth,Jabali Kubwa: Area 3,"Dry Pelt, Solid Ear, Mithril Ore, ASPD+160",48331
1654,Konetz,227,Earth,Jabali Kubwa: Area 2,"Dry Pelt, Solid Ear, Mithril Ore, ASPD+160",47911
1655,Konetz,226,Earth,Jabali Kubwa: Area 1,"Dry Pelt, Solid Ear, Mithril Ore, ASPD+160",47493
1656,Koza,63,Earth,Dunkel Valley,"Knapsack, Heated Horn, Goat Fur, Hard Hoof",Unknown
1657,Kruztor,250,Neutral,El Scaro,"Heart Cookie, Mane Cookie, Orichalcum, Kruztor",50000000
1658,Kuffa,181,Wind,Risus Valley: Area 2,"Bat Candy, Battie Scone, Bat Fang Arrow, Flexible Patagium",27820
1659,Kuffa,182,Wind,Risus Valley: Area 3,"Bat Candy, Battie Scone, Bat Fang Arrow, Flexible Patagium",28130
1660,Kuffa,180,Wind,Risus Valley: Area 1,"Battie Scone, Bat Candy, Bat Fang Arrow, Flexible Patagium",27520
1661,Kuffania,250,Dark,Risus Valley: Area 2,"Battie Scone, Bat Candy, Poison Blood, Kuffania",Unknown
1662,Kuzto,188,Earth,Labilans Sector: Square,"Kuzto Mask, Bark Mail, Quality Herb, Mystical Nut, Kuzto Splinter, Broken Kuzto Mask, Kuzto",7000000
1663,Kuzto,178,Earth,Labilans Sector: Square,"Kuzto Mask, Bark Mail, Quality Herb, Mystical Nut, Kuzto Splinter, Broken Kuzto Mask, Kuzto",3500000
1664,Kuzto,168,Earth,Labilans Sector: Square,"Kuzto Mask, Bark Mail, Quality Herb, Mystical Nut, Kuzto Splinter, Broken Kuzto Mask",350000
1665,Kuzto,218,Earth,Labilans Sector: Square,"Kuzto Mask, Bark Mail, Quality Herb, Mystical Nut, Kuzto Splinter, Broken Kuzto Mask, Kuzto",35000000
1666,Kuzto,198,Earth,Labilans Sector: Square,"Kuzto Mask, Bark Mail, Quality Herb, Mystical Nut, Kuzto Splinter, Broken Kuzto Mask, Kuzto",17500000
1667,Kuzto (Megiston 2020),190,Earth,Event,"Bark Mail, Kuzto Splinter, Kuzto",3500000
1668,Laduro,217,Earth,Tunnel of Trials,"Shady Hoodie, Beautiful Mineral, Burglar's Cloth, Dim Eyeball",17926
1669,Laduro,214,Earth,Tunnel of Trials,"Shady Hoodie, Beautiful Mineral, Burglar's Cloth, Dim Eyeball",17438
1670,Lake Rana,192,Water,Fugitive Lake Swamp: Area 3,"Portable Sake Jug, Lake Frog Skin, Long Tongue, Polka Dot Gemstone",30000
1671,Lake Rana,190,Water,Fugitive Lake Swamp: Area 1,"Portable Sake Jug, Lake Frog Skin, Long Tongue, Polka Dot Gemstone",30000
1672,Lalvada,167,Light,Monster's Forest: Deep Part,"Waldfee, Forest Spirit's Kotodama, Forest Spirit's Robe, Mystic Crystal Stone, Magic Charged Rock, Spirit's Tear, Caro Tesla, Lalvada",6000000
1673,Lalvada,147,Light,Monster's Forest: Deep Part,"Waldfee, Forest Spirit's Kotodama, Forest Spirit's Robe, Mystic Crystal Stone, Magic Charged Rock, Spirit's Tear, Caro Tesla, Lalvada",3000000
1674,Lalvada,137,Light,Monster's Forest: Deep Part,"Waldfee, Forest Spirit's Kotodama, Forest Spirit's Robe, Mystic Crystal Stone, Magic Charged Rock, Spirit's Tear, Caro Tesla, Lalvada",1200000
1675,Lalvada,127,Light,Monster's Forest: Deep Part,"Waldfee, Forest Spirit's Kotodama, Forest Spirit's Robe, Mystic Crystal Stone, Magic Charged Rock, Spirit's Tear, Caro Tesla, Lalvada",600000
1676,Lalvada,117,Light,Monster's Forest: Deep Part,"Waldfee, Forest Spirit's Kotodama, Forest Spirit's Robe, Mystic Crystal Stone, Magic Charged Rock, Spirit's Tear, Caro Tesla",60000
1677,Lanbat,121,Fire,Tolbas GrassLand,"Broken Lantern, Lantern Oil, Anti-Heat Membrane, DEX+5",6000
1678,Lanbat,123,Fire,Phantom Wisp's Hideout,"Lantern Cake, Chiroptera Tiara, Torn Playing Card, Pumpkin Seeds",11500
1679,Lanbat,120,Fire,Phantom Wisp's Hideout,"Lantern Cake, Chiroptera Tiara, Torn Playing Card, Pumpkin Seeds",11500
1680,Langur,202,Wind,Prime Ramus: Area 3,"Viking Helmet, Bloody Claw, Rugged Beard, Bundled Tail",36000
1681,Langur,201,Wind,Prime Ramus: Area 2,"Viking Helmet, Bloody Claw, Rugged Beard, Bundled Tail",36000
1682,Langur,200,Wind,Prime Ramus: Area 1,"Viking Helmet, Bloody Claw, Rugged Beard, Bundled Tail",36000
1683,Lapin The Necromancer,124,Neutral,Trace of Dark River,"Necromancer Hood, Adventurer's Garb, Soft Paw, Torn Robe, Cracked Skull, Lapin's Soul, Lapin The Necromancer",Unknown
1684,Larmo,48,Earth,Fabizo Boundary,"Fortis Blade, Crimson Wood, Hard Twig, Aged Sap",1700
1685,Larmo,45,Earth,Fabizo Boundary,"Fortis Blade, Crimson Wood, Hard Twig, Aged Sap",1550
1686,Laurus,166,Earth,Labilans Sector: Area 3,"Lychee, Katze Gloves, Plant Tail, Monster Plant Splinter",2200
1687,Laurus,164,Earth,Labilans Sector: Area 1,"Lychee, Katze Gloves, Plant Tail, Monster Plant Splinter",22000
1688,Lavabat,224,Fire,Propulsion System Zone: Accelerator,"Reaper Bow, Round Tail, Chiroptera Wing, Lantern Ember",42422
1689,Lavabat,222,Fire,Propulsion System Zone: Power Converter,"Reaper Bow, Round Tail, Chiroptera Wing, Lantern Ember",41676
1690,Lavarca,21,Neutral,Rakau Plains,"Horns, Adventurer's Garb, Fluffy Fur, Animal Horn, Gorgeous Fur",850
1691,Lavarca,21,Neutral,Ruined Temple Town,"Horns, Adventurer's Garb, Animal Horn, Gorgeous Fur, Fluffy Fur",855
1692,Lazulligator,163,Earth,Old Lufenas Mansion Ruins,"Elven Arrow, Gray Crystal Ore, Mansion Cornerstone, Citrine Eye",13000
1693,Lazulligator,160,Earth,Old Lufenas Mansion Ruins,"Elven Arrow, Gray Crystal Ore, Mansion Cornerstone, Citrine Eye",13000
1694,Leaf Ghost,133,Light,Curonne Forest: North Area 1,"Mysterious Hood, White Tree Branch, Forest Spirit Powder, White Wood",10000
1695,Ledon Machina,111,Wind,Large Demi Machina Factory: Area 2,"Tough Tentacle, Strange Skin, Huge Eyeball, Paladin Spear",10000
1696,Ledon Machina,108,Wind,Large Demi Machina Factory: Area 1,"Tough Tentacle, Strange Skin, Huge Eyeball, Paladin Spear",10000
1697,Ledon Machina,111,Wind,Large Demi Machina Factory: Area 3,"Strange Skin, Huge Eyeball, Tough Tentacle, Paladin Spear",10000
1698,Leedle Colon,128,Earth,Rokoko Plains,"Ripe Nut, Colon Earrings, Colon Big Leaf, Colon Inner Skin",8000
1699,Lettacia,222,Earth,Boma Konda: Entrance,"Schmet Hairpin, Head Leaf, Saponin Tears, Spiral Tail",22900
1700,Lettacia,220,Earth,Boma Konda: Entrance,"Schmet Hairpin, Head Leaf, Saponin Tears, Spiral Tail",22500
1701,Light Angler,132,Water,Turnus Mine: Area 3,"Strange Luminous Liquid, Tough Fin, HQ Monkfish Liver, Guidance Lantern",15000
1702,Light Angler,131,Water,Turnus Mine: Area 1,"Strange Luminous Liquid, Tough Fin, HQ Monkfish Liver, Guidance Lantern",15000
1703,Lileaf,247,Water,Perdida Wasteland,"Leaf Mask, Flying Leaf, Spiral Tree Bark, Tangled Roots",0
1704,Lileaf,249,Water,Perdida Wasteland,"Leaf Mask, Flying Leaf, Spiral Tree Bark, Tangled Roots",0
1705,Lilicarolla,278,Dark,Frozen Falls: Area 1,"Geometric Petal, Hexagonal Crystal, Strange Needle Arm, Lilicarolla",14480000
1706,Lilliset,144,Water,Forest of Ein,"Book Holder, Tough Branch, Carnivorous Plant Seed, Ein Wood",8000
1707,Limacina,290,Fire,Deep Sea: Zone 2,"Luminous Bacteria, Cute Marine Wing, Seabed Serenity, Limacina",0
1708,Lime Potum,53,Neutral,Land Under Cultivation: Area 3,"Lime, Yellow Green Potum Hair, Wooden Doll",Unknown
1709,Lime Potum,54,Neutral,Land Under Cultivation: Area 2,"Lime, Hunter's Garb, Yellow Green Potum Hair, Wooden Doll",Unknown
1710,Liqueur Potum,123,Water,Creme Cliff (Valentine's Day Event),"Soda Water, Clean Water, Strange Liqueur, Swirly Whirly Shield",Unknown
1711,Little Boar,25,Earth,Nisel Mountain: Mountainside,"Knuckle Duster, Animal Skin, Sturdy Fur, Small Mane",550
1712,Little Boar,24,Earth,Nisel Mountain,"Knuckle Duster, Animal Skin, Sturdy Fur, Small Mane",500
1713,Little Snow Boar,69,Earth,Polde Ice Valley,"Sweet Potato, Ring Bow, Fleecy Fur, Tough Horn, Cold Nut",Unknown
1714,Lord of Nezim,227,Water,Nezim Wetlands,"Crystal Horns, Powerful Jagged Tooth, Slimy Hide, Charred Salamander Meat, Lord of Nezim",Unknown
1715,Lost Machina,129,Earth,Buried Tower: Inside,"Thunderbolt Bow, Twisting Vine, Wilted Vegetable, Hard Tree Bark",15000
1716,Lost Machina,127,Earth,Buried Tower: Collapsed Top,"Thunderbolt Bow, Twisting Vine, Wilted Vegetable, Hard Tree Bark",15000
1717,Lunadore,50,Light,Event,"Zodiac Rabbit Box, Lunadore",400000
1718,Lunadore,30,Light,Event,"Zodiac Rabbit Box, Lunadore",200000
1719,Lunadore,20,Light,Event,"Zodiac Rabbit Box, Lunadore",80000
1720,Lunadore,10,Light,Event,"Zodiac Rabbit Box, Lunadore",40000
1721,Lunadore,1,Light,Event,"Zodiac Rabbit Box, Lunadore",4000
1722,Lunadore (New Year Event 2022),30,Light,Event,-,40000
1723,Lutris,178,Water,Ducia Coast: Area 2,"Sake Steamed Scallops, Distinct Pebble, Sea Otter Fur, Shell Orb",32000
1724,Lutris,179,Water,Ducia Coast: Area 3,"Sake Steamed Scallops, Distinct Pebble, Sea Otter Fur, Shell Orb",32000
1725,Lv180 EX Arena Mini Bosses,180,Neutral,Anniversary Arena: 4th Venue,"Adventurer's Garb, Adventurer's Garb, Adventurer's Garb, Adventurer's Garb, Adventurer's Garb, Adventurer's Garb, Master's Tonfa, Anniversary Silk",Unknown
1726,Lyard Defender,129,Neutral,Ultimea Palace: Storage Area 2,"Broken Bat, Maintenance Oil, Bent Screw, Elegia Staff",15000
1727,Lyark Brawler,127,Neutral,Suburb of Droma Square: Area 3,"Supplement (Muscle), Steel Machine Greatsword, Damaged Artificial Leather, Rusted Iron Fist",15000
1728,Lyark Brawler,126,Neutral,Suburb of Droma Square: Area 2,"Supplement (Muscle), Steel Machine Greatsword, Damaged Artificial Leather, Rusted Iron Fist",15000
1729,Lyark Brawler,124,Neutral,Suburb of Droma Square: Area 1,"Supplement (Muscle), Steel Machine Greatsword, Damaged Artificial Leather, Rusted Iron Fist",15000
1730,Lyark Defender,127,Neutral,Ultimea Palace: Storage Area 1,"Broken Bat, Maintenance Oil, Bent Screw, Elegia Staff",15000
1731,Lyark Jailer,121,Neutral,Cuervo Jail: 2nd Floor,"Holey Glove, Torn Officer Clothes, Stout Handcuffs, Noble Glaive",15000
1732,Lyark Jailer,120,Neutral,Cuervo Jail: 1st Floor,"Holey Glove, Torn Officer Clothes, Stout Handcuffs, Noble Glaive",15000
1733,Lyark Machine Soldier,124,Neutral,Cuervo Jail: 3rd Floor,"Thick Wood Stick, Mage Doll Core, Iron Bowl, Frost Skirt",15000
1734,Lyark Machine Soldier,121,Neutral,Cuervo Jail: 1st Floor,"Thick Wood Stick, Mage Doll Core, Iron Bowl, Frost Skirt",15000
1735,Lyark Master Specialist,157,Wind,Brahe Laboratory: 2nd Building,"Lyark Tranquilizer, Ox Fabric, Soldier Leader's Badge, Lyark Master Specialist",Unknown
1736,Lyark Specialist,119,Dark,Brahe Laboratory: 2nd Building,"Lyark Tranquilizer, Imperial Sword, Ox Fabric, Broken Syringe",15000
1737,Lyark Vanguard,117,Neutral,Lufenas Mansion: Library,"Lyark Ointment, Torn Tool Pouch, Broken Surgical Knife, Battle Spear",13000
1738,Lyark Vanguard,116,Neutral,Lufenas Mansion: Corridor,"Lyark Ointment, Torn Tool Pouch, Broken Surgical Knife, Battle Spear",13000
1739,Lyark Vanguard,115,Neutral,Lufenas Mansion: Entrance,"Lyark Ointment, Torn Tool Pouch, Broken Surgical Knife, Battle Spear",13000
1740,Lyark Vanguard,106,Neutral,Lufenas Mansion: Garden,"Painkiller, Coarse Cloth, Long Thin Iron Plate, DEX+4",5000
1741,Lyark Vanguard,103,Neutral,Lufenas Mansion: Garden,"Painkiller, Coarse Cloth, Long Thin Iron Plate, DEX+4",5000
1742,Lylila,231,Wind,Frozen Falls: Area 1,"Vermio Bow, Pointed Shoulder, Strange Needle Arm, Geometric Petal",49600
1743,Lylila,233,Wind,Frozen Falls: Area 3,"Vermio Bow, Pointed Shoulder, Strange Needle Arm, Geometric Petal",50500
1744,Lylila,232,Wind,Frozen Falls: Area 2,"Vermio Bow, Pointed Shoulder, Strange Needle Arm, Geometric Petal",50000
1745,Madrago,240,Water,Espuma Dome: Area 3,"Bateria, Odd-Patterned Leg, Googly Eye, Spiral Curvy Horn",Unknown
1746,Madrago,239,Water,Espuma Dome: Area 2,"Bateria, Odd-Patterned Leg, Googly Eye, Spiral Curvy Horn",Unknown
1747,Madrago,238,Water,Espuma Dome: Area 1,"Bateria, Odd-Patterned Leg, Googly Eye, Spiral Curvy Horn",Unknown
1748,Mage Filecia (Choco),250,Neutral,El Scaro: Back Alley,"Rolling Pin Sword, Crust Plate, Star-Shaped Cookie, Heart-Shaped Spit Piece, Biscuit Horns, Rolling Pin Staff, Mage Filecia",13000000
1749,Mage Filecia (Cocoa),220,Neutral,El Scaro: Back Alley,"Rolling Pin Sword, Cookie Horns, Star-Shaped Cookie, Heart-Shaped Spit Piece, Biscuit Horns, Rolling Pin Staff, Mage Filecia",8000000
1750,Mage Filecia (Coffee),280,Neutral,El Scaro: Back Alley,"Rolling Pin Sword, Cookie Wings, Star-Shaped Cookie, Heart-Shaped Spit Piece, Biscuit Horns, Rolling Pin Staff, Mage Filecia, Kruztor II",17000000
1751,Mage Filecia (Plain),190,Neutral,El Scaro: Back Alley,"Rolling Pin Sword, Star-Shaped Cookie, Heart-Shaped Spit Piece, Biscuit Horns, Rolling Pin Staff, Mage Filecia",4500000
1752,Mage Marionette,43,Neutral,New Moon Palace: 2nd Chamber,"Long Stone Stick, Magic Marionette Heart, Mage Stone Coin, Metal Wings",3600
1753,Mage Marionette,40,Neutral,New Moon Palace,"Long Stone Stick, Magic Marionette Heart, Mage Stone Coin, Metal Wings",3200
1754,Magmanus,250,Earth,Perdida Wasteland,"Melting Knife, Fiery Horn, Broken Rock Arm, Lava Rock",0
1755,Magmanus,248,Earth,Perdida Wasteland,"Melting Knife, Broken Rock Arm, Lava Rock, Fiery Horn",0
1756,Malum,220,Earth,Day Sakura Garden: Mountains,"Flower Nectar, Tricolor Dango II, Mountain Humus, Smart Puppy Talisman",22500
1757,Manomare,172,Dark,Phasma Forest: Area 3,"Specter Chocolate, Specter Arrow, Holey Ragged Cloth, Halloween Meteorite",20126
1758,Manomare,171,Dark,Phasma Forest: Area 3,"Specter Chocolate, Specter Arrow, Holey Ragged Cloth, Halloween Meteorite",19896
1759,Manomare,170,Dark,Phasma Forest: Area 2,"Specter Chocolate, Specter Arrow, Holey Ragged Cloth, Halloween Meteorite",19667
1760,Manomare,169,Dark,Phasma Forest: Area 1,"Specter Chocolate, Specter Arrow, Holey Ragged Cloth, Halloween Meteorite",19440
1761,Manshadow,160,Neutral,Manor of Surprises,"Pumpkin Chips, Polyester Cloth, Lost Cane, Mischievous Pocket Watch",28300
1762,Manticore,96,Neutral,Dark Castle: Area 1,"Gothic Hat, Evil Beast Fur, Hard Paw Pad, Evil Beast Fang",Unknown
1763,Manticore,96,Neutral,Dark Castle: Area 3,"Gothic Hat, Evil Beast Fur, Hard Paw Pad, Evil Beast Fang",Unknown
1764,Manticore,96,Neutral,Dark Castle: Area 2,"Gothic Hat, Evil Beast Fur, Hard Paw Pad, Evil Beast Fang",Unknown
1765,Maple Fox,91,Water,Navida City: Crossroad (80-100),"Sharp Wood Arrow, Hard Paw Pad, Tiny Claw, Pine Cone, Devil's Staff",Unknown
1766,Maple Fox,42,Fire,Figo's Manor,"Deep-Fried Bean Curd, Fox Fur, Fox Tail",Unknown
1767,Maple Fox,39,Fire,Figo's Manor,"Deep-Fried Bean Curd, Fluffy Tail, Fox Tail, Fox Fur",Unknown
1768,Maple Fox,201,Fire,Madeleine Plains,"Fox Sugar Candy, Maple Berry, Fox Fur, Fragrant Fox Furnace",22250
1769,Maple Fox,91,Water,Navida City: East (80-100),"Sharp Wood Arrow, Hard Paw Pad, Tiny Claw, Pine Cone, Devil's Staff",Unknown
1770,Marchitar (Hanami 2017),100,Dark,Hanami Venue: Summit,"Adventurer's Garb, Adventurer's Garb, Mana Clod, Marchitar",520000
1771,Marchitar (Hanami 2017),80,Dark,Hanami Venue: Summit,"Adventurer's Garb, Adventurer's Garb, Mana Clod, Marchitar",215000
1772,Marchitar (Hanami 2017),60,Dark,Hanami Venue: Summit,"Adventurer's Garb, Adventurer's Garb, Mana Clod, Marchitar",59000
1773,Mardula,167,Light,Hall of Blessings Gods,"Mardula Spiritual Cloth, Broken Holy Scale, Mardula Wing, Sacred Jewel, Warrior Angel Armor, Warrior Angel Halberd, Mardula",2840000
1774,Mardula,157,Light,Hall of Blessings Gods,"Mardula Spiritual Cloth, Broken Holy Scale, Mardula Wing, Sacred Jewel, Warrior Angel Armor, Warrior Angel Halberd, Mardula",1420000
1775,Mardula,147,Light,Hall of Blessings Gods,"Mardula Spiritual Cloth, Broken Holy Scale, Mardula Wing, Sacred Jewel, Warrior Angel Armor, Warrior Angel Halberd, Mardula",142000
1776,Mardula,197,Light,Hall of Blessings Gods,"Mardula Spiritual Cloth, Broken Holy Scale, Mardula Wing, Sacred Jewel, Warrior Angel Armor, Warrior Angel Halberd, Mardula",14200000
1777,Mardula,177,Light,Hall of Blessings Gods,"Mardula Wing, Sacred Jewel, Mardula Spiritual Cloth, Broken Holy Scale, Warrior Angel Armor, Warrior Angel Halberd, Mardula",7100000
1778,Maringer,235,Water,Seabed,"Tender Fillet, Long Dorsal Fin, Glowing Long Beard, Lovely Ocean Talisman",Unknown
1779,Maringer,233,Water,Seabed,"Tender Fillet, Long Dorsal Fin, Glowing Long Beard, Lovely Ocean Talisman",Unknown
1780,Marquis Colon,161,Wind,Old Lufenas Mansion Ruins,"Gladiator Helmet, Standing Leaf Collar, Legume Button, Gorgeous Cupule",11000
1781,Masked Axeman,180,Fire,Anniversary Arena: 3rd Venue,"Vita Plus V, Revita V, Berserker Mask, Silpom 3rd Anniv Medal",4800000
1782,Masked Axeman,140,Fire,Anniversary Arena: 3rd Venue,"Revita V, Vita Plus V, Pom 4th Anniv Medal",480000
1783,Masked Axeman,160,Fire,Anniversary Arena: 3rd Venue,"Vita Plus V, Revita V, Berserker Mask, Silpom 3rd Anniv Medal",2400000
1784,Masked Axeman,150,Fire,Anniversary Arena: 3rd Venue,"Vita Plus V, Revita V, Berserker Mask, Silpom 3rd Anniv Medal",960000
1785,Masked Axeman,140,Fire,Anniversary Arena: 3rd Venue,"Vita Plus V, Revita V, Berserker Mask, Silpom 3rd Anniv Medal",480000
1786,Masked Axeman,180,Fire,Anniversary Arena: 3rd Venue,"Revita V, Vita Plus V, Pom 4th Anniv Medal",4800000
1787,Masked Axeman,160,Fire,Anniversary Arena: 3rd Venue,"Revita V, Vita Plus V, Pom 4th Anniv Medal",2400000
1788,Masked Axeman,150,Fire,Anniversary Arena: 3rd Venue,"Revita V, Vita Plus V, Pom 4th Anniv Medal",960000
1789,Masked Gloom,150,Wind,Anniversary Arena: 3rd Venue,"Revita V, Silpom 3rd Anniv Medal",960000
1790,Masked Gloom,140,Wind,Anniversary Arena: 3rd Venue,"Revita V, Silpom 3rd Anniv Medal",480000
1791,Masked Gloom,180,Wind,Anniversary Arena: 3rd Venue,"Revita V, Pom 4th Anniv Medal",4800000
1792,Masked Gloom,160,Wind,Anniversary Arena: 3rd Venue,"Revita V, Pom 4th Anniv Medal",2400000
1793,Masked Gloom,150,Wind,Anniversary Arena: 3rd Venue,"Revita V, Pom 4th Anniv Medal",960000
1794,Masked Gloom,140,Wind,Anniversary Arena: 3rd Venue,"Revita V, Pom 4th Anniv Medal",480000
1795,Masked Gloom,160,Wind,Anniversary Arena: 3rd Venue,"Revita V, Silpom 3rd Anniv Medal",2400000
1796,Masked Gloom,180,Wind,Anniversary Arena: 3rd Venue,"Revita V, Silpom 3rd Anniv Medal",4800000
1797,Masked Moon,160,Dark,Anniversary Arena: 3rd Venue,"Revita V, Magiadd V, Headband, Adventurer's Garb, Anniversary Cloth, Pom 4th Anniv Medal",2400000
1798,Masked Moon,150,Dark,Anniversary Arena: 3rd Venue,"Revita V, Magiadd V, Headband, Adventurer's Garb, Anniversary Cloth, Pom 4th Anniv Medal",960000
1799,Masked Moon,180,Dark,Anniversary Arena: 3rd Venue,"Revita V, Magiadd V, Headband, Adventurer's Garb, Anniversary Cloth, Silpom 3rd Anniv Medal",4800000
1800,Masked Moon,140,Dark,Anniversary Arena: 3rd Venue,"Revita V, Magiadd V, Headband, Adventurer's Garb, Anniversary Cloth, Pom 4th Anniv Medal",480000
1801,Masked Moon,160,Dark,Anniversary Arena: 3rd Venue,"Revita V, Magiadd V, Headband, Adventurer's Garb, Anniversary Cloth, Silpom 3rd Anniv Medal",2400000
1802,Masked Moon,150,Dark,Anniversary Arena: 3rd Venue,"Revita V, Magiadd V, Headband, Adventurer's Garb, Anniversary Cloth, Silpom 3rd Anniv Medal",960000
1803,Masked Moon,140,Dark,Anniversary Arena: 3rd Venue,"Revita V, Magiadd V, Headband, Adventurer's Garb, Anniversary Cloth, Silpom 3rd Anniv Medal",480000
1804,Masked Moon,180,Dark,Anniversary Arena: 3rd Venue,"Revita V, Magiadd V, Headband, Adventurer's Garb, Anniversary Cloth, Pom 4th Anniv Medal",4800000
1805,Masked Warrior,67,Fire,Land Under Cultivation: Hill,"Berserker Blade, Berserker Mask, Adventurer's Garb, Berserker Cestuses, Heavy Tough Chain, Broken Mask, Great Sword Fragment, Mithril Ore, Masked Warrior",276000
1806,Masked Warrior,107,Fire,Land Under Cultivation: Hill,"Berserker Blade, Berserker Mask, Adventurer's Garb, Berserker Cestuses, Heavy Tough Chain, Broken Mask, Great Sword Fragment, Mithril, Masked Warrior",2760000
